texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"La visita a la caverna terciopelo tiene un grado de dificultad que permite el acceso a casi cualquier persona con una condición física promedio. El lugar es muy interesante y la caminata por el bosque del parque, para llegar a ella es muy bonita y fácil. La amabilidad y calidad del servicio de los guías es excelente. El acceso de vehículos también es fácil. Excelente lugar para conocer",5.0,parque,google_maps,Hace 9 años,Parque Nacional Barra Honda,positiva
"Para ingresar se debe pagar 1000 colones unicamente con tarjeta, se debe llevar calzado comodo, agua, y algo para comer como barras energeticas, fruta y semillas mixtas. El trayecto son 4 km en total, 2 de ida y 2 de vuelta es una hora de subida caminando y otra hora de bajada, si no desea caminar se puede subir en vehiculo y caminar el ultimo 1 km hasta el mirador. Para ingresar a las cavernas se tiene q hacer reservacion y unicamente se ingresa con un guia.",5.0,parque,google_maps,Hace 4 años,Parque Nacional Barra Honda,positiva
Ir bien temprano para visitar senderos y visitar las cavernas. El mirador tiene una belleza única y especial.,5.0,parque,google_maps,Hace un año,Parque Nacional Barra Honda,positiva
"Hicimos el tour de la caverna de Barra Honda, fue muy bonito! el precio es de 20.000 colones más la entrada del parque que son 13 dólares, lo pasamos muy bien, el guía fue excelente.",5.0,parque,google_maps,Hace 2 años,Parque Nacional Barra Honda,positiva
"Fuimos a conocer Caverna Terciopelo, un 100, super recomendado el tour.",5.0,parque,google_maps,Hace 6 meses,Parque Nacional Barra Honda,positiva
"Hace casi treinta años había venido con el Club de Montañismo de la Universidad de Costa Rica. Hoy regreso con mi hijo y me maravillé igual que la primera vez. La diferencia es que ahora resulta mucho más fácil el descenso, debido a la escalera rígida que pusieron. Y para los que no se atreven a bajar a la caverna, pueden disfrutar el recorrido por el bosque y observar el golfo desde el mirador.",5.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
"Llegué a las 7:30 a la entrada mi tour iniciaba a las 8:30, así que aproveche para desayunar en unas mesitas que hay en la entrada. Ya listos para iniciar nos dijo el guía que sí el carro es,4x4 podíamos subir hasta el parqueo uno( es la mejor opción para guardar las energías para después) Ya en el parqueo iniciamos una caminata corta pero muy linda donde fuimos a un mirador impresionante dónde se logra ver la desembocadura del río tempisque y algunas islas de la península. De ahí directo a las cavernas Dónde se debe bajar una escalera de 17 metros( siempre me sentí muy segura porque iba con arnés) no les miento al inicio siente uno un poco de temor pero ya en marcha todo se olvida. Es una experiencia maravillosa donde los sentidos los tenemos a mil y cada segundo de la experiencia vale totalmente la pena",5.0,parque,google_maps,Hace 2 años,Parque Nacional Barra Honda,positiva
"Increíble lugar. El recorrido dentro de las cavernas es espectacular, el lugar cuenta con todo el equipamiento necesario para realizar esta pequeña expedición. Además dentro del parque de pueden caminar por la varios senderos, donde se puede apreciar de la flora y la fauna de la zona. Por otra parte la vista desde el mirador es fabulosa, eso sí, para llegar a este punto hay que caminar por lo menos unos 2 kilómetros desde la casetilla de los guadaparques.",5.0,parque,google_maps,Hace 6 años,Parque Nacional Barra Honda,positiva
"Para los que le gusta la aventura es ideal, pero hay que caminar 4 kilómetros para llegará las cavernas terreno bien empinado, o subir con auto 4x4. Entrada general cómodo más ver las cavernas te cobran mucho por cada persona.",3.0,parque,google_maps,Hace 3 años,Parque Nacional Barra Honda,neutral
"Un lugar increíble y los guías muy amables. El sendero, el mirador, las aves, todo muy bonito. De Nicoya puedes tomar un taxi que sea 4×4 cobran 10mil. Apto para todos, hay una caverna para los niños también.",5.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
Las cavernas son muy interesantes y los guías van explicando muy bien los procesos y datos interesantes de las cavernas. El parque en si tiene buen mantenimiento y vale la pena visitarlo.,5.0,parque,google_maps,Hace 3 años,Parque Nacional Barra Honda,positiva
"Buen lugar para una caminata. Increíble la vista del mirador y la cercanía con los animales (mono aullador, coatíes) Le hace falta un poco de señalizacion.",5.0,parque,google_maps,Hace 7 meses,Parque Nacional Barra Honda,positiva
"Es un lugar misterioso, bastante impresionante la verdad me encanto,los guías super amables y muy atentos. Pero que no se lo cuenten,vayan y vivan la experiencia.",5.0,parque,google_maps,Hace 2 años,Parque Nacional Barra Honda,positiva
Esta reseña se basa a una visita en el año: 2014 Ventajas • Precio accesible • Zona para acampar • Hermosos miradores • Variedad gastronómica en alrededores • Cuevas con acceso relativamente accesible Desventajas • • • Felíz viaje,5.0,parque,google_maps,Hace 2 años,Parque Nacional Barra Honda,positiva
Excelente para caminar y hacer ejercicio..hace falta más rampas o lastre en los senderos por que las piedras en el suelo tienen picos y es peligrosa la salida es mejor devolverse desde el mirador...cabernas adultos 18mil..caberna niños 6mil + guia+ entrada al parque..saludos y suerte,3.0,parque,google_maps,Hace 4 años,Parque Nacional Barra Honda,neutral
"Es increíble!!! Se conoce la oscuridad dentro de la caverna, el mirador es precioso, y tiene la mejor vista. Los guías son super amables!",5.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
"Lindo lugar para aprender, las cavernas son extraordinarias. El personal guía son muy buenos. Recomendado",5.0,parque,google_maps,Hace un año,Parque Nacional Barra Honda,positiva
"Excelente, buena caminata, naturaleza, fauna y flora. Sercicio de guía excelente. Cavernas muy interesante y aventura con adrenalina y admiración. Mirador con vista imponente",5.0,parque,google_maps,Hace 8 años,Parque Nacional Barra Honda,positiva
"Un parque nacional donde se puede conocer la estación seca, disfrutar de la naturaleza y entrar en la caverna, en la cual se aprecian distintas formaciones rocosas. De paso colaboramos con los parques nacionales de nuestro país.",5.0,parque,google_maps,Hace 9 años,Parque Nacional Barra Honda,positiva
"Si te gusta el hikking este es el lugar adecuado, con cavernas y un mirador espectacular.",4.0,parque,google_maps,Hace 2 años,Parque Nacional Barra Honda,positiva
Excelente experiencia la atención de todo el personal la guía Andrea es magnífica. La caminata la caverna todo super recomendado. Y cumplen con 5odos los protocolos.,5.0,parque,google_maps,Hace 5 años,Parque Nacional Barra Honda,positiva
"Buena experiencia poder ver las maravillas que hay debajo de la tierra, además el mirador está demasiado lindo. Tuvimos la oportunidad de ver mucha fauna a pesar que ingresamos cerca del mediodía",4.0,parque,google_maps,Hace 5 años,Parque Nacional Barra Honda,positiva
"Los guías, en especial Norman y Joe, son extraordinarios. El lugar y la experiencia son increíbles. El solo llegar al lugar permite acercarse a la Guanacaste sencilla y cálida, si va sin prisas. No deje de ir al mirador, es un valor agregado que vale la pena. Fácilmente se puede perder la oportunidad si no va temprano, evite largas esperas y contratiempos; aunque la info de la página oficial dice que se puede entrar incluso hasta la 1 p.m. tuvimos que volver al día siguiente sin tener una explicación clara de por qué no pudimos hacerlo el primer día. Hospedarnos en las cercanías y haber desayunado muy bien fueron factores de éxito y una linda experiencia de turismo rural.",5.0,parque,google_maps,Hace 8 años,Parque Nacional Barra Honda,positiva
"Muy bonito lugar, muy interesantes las cavernas, los trabajadores del parque son muy amables y tienen mucho conocimiento sobre las especies del parque y datos muy interesantes sobre la formación de las cavernas, los senderos están en muy buen estado y hay una vista maravillosa del Golfo de Nicoya en el mirador! Recomendadisimo",5.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
"Hermoso lugar para visitar, recomiendo subir caminando, es parte de la experiencia, la vista del mirador es toda una eminencia, muy bonito y tranquilo, vayan preparados para barro y mosquitos, pero sobre todo para la experiencia de bajar a las cavernas, es una sensación increíble, entre miedo y aventura, ya adentro si pueden con el guía apagar las luces en la caverna de los huevos fritos jaja sabrán de lo que les hablo",4.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
"Una caminata fácil para llegar a las cavernas, ya dentro las formas que se ven son muy bellas y particulares. Buena experiencia para conocer más de Costa Rica",5.0,parque,google_maps,Hace 3 años,Parque Nacional Barra Honda,positiva
"Muy bonito y la caminata es súper dura, hay tramos que es puro Barreal",4.0,parque,google_maps,Hace 2 años,Parque Nacional Barra Honda,positiva
"Hermoso lugar, la vista, sin palabras y eso que me faltaron las cavernas osea.. hay que regresar unas 3 veces más",5.0,parque,google_maps,Hace 6 años,Parque Nacional Barra Honda,positiva
Es un lugar maravilloso de fácil acceso puedes hacer caminata o bien bajar a las cavernas. Tiene un mirador increíble se ve todo el Golfo de Nicoya es un lugar digno de visitar.,5.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
¡Lugar mágico con sorprendentes formaciones rocosas! Lleva buena agua y desayuna bien antes de empezar a caminar.,5.0,parque,google_maps,Hace un año,Parque Nacional Barra Honda,positiva
"Increíble experiencia, nuestro guía Dilan muy profesional y increíble ser humano. Súper recomendado",5.0,parque,google_maps,Hace un año,Parque Nacional Barra Honda,positiva
Simplemente espectacular!! Una maravilla natural escondida en las profundidades! Altamente recomendado!! Hermoso mirador para apreciar el Golfo de Nicoya.,5.0,parque,google_maps,Hace 7 años,Parque Nacional Barra Honda,positiva
"Muy bonito pero la caminata es difícil por el calor que hace y que todo es cuesta entonces se vuelve muy cansado Hay duchas para bañarse cuando se regresa, así uno se refresca Llega cualquier carro",4.0,parque,google_maps,Hace un año,Parque Nacional Barra Honda,positiva
"Leer cuidadosamente es un parque de un clima tropical seco temperatura de unos 28 a 30 grados de la zona de Nicoya. La calle está bien para llegar en automóvil del Cruze de Nicoya son unos 25 minutos, ya en el parque recomendación: 1- Buen repelente para mosquitos hay muchos.. 2 - Buena hidratación osea botella de agua mínimo un litro por persona. La caminata son unos 5km de los 2.5 km es elevado el terreno Luego hay partes y trayectos planos",5.0,parque,google_maps,Hace 4 años,Parque Nacional Barra Honda,positiva
De las mejores experiencias. De todos los parques nacionales de Costa Rica es uno de los pocos que se hace otra actividad que no sea caminatas.,5.0,parque,google_maps,Hace 9 meses,Parque Nacional Barra Honda,positiva
"La caminata y la visita a la caverna, toda una experiencia. Recomendado. Genial ver más mujeres como guías en el Parque, además super conocedoras y con mucha experiencia.",5.0,parque,google_maps,Hace 3 años,Parque Nacional Barra Honda,positiva
"Vale la pena conocer las Cavernas y el mirador...bien, bien se puede llegar en un vehículo doble tracción y tiempo en la caminata. Es un tour corto, así que puede aprovecharse de camino a la playa, de realizarse en el ingreso de 8:30 ó 10:30 am. Recomendable, llevar doble mudada y cosillas para refescarse por el tema del barro en época lluviosa.",4.0,parque,google_maps,Hace 3 años,Parque Nacional Barra Honda,positiva
Muy hermoso este lugar todos deberían de ir y conocerlo vale mucho la pena..!!! Don Norman el guia un gran señor y todos los demás también excelente a guias,5.0,parque,google_maps,Hace 9 años,Parque Nacional Barra Honda,positiva
"Es un lugar muy interesante, el trato de los guarda parques es único, vale la pena visitar las cavernas y sus alrededores",5.0,parque,google_maps,Hace 3 años,Parque Nacional Barra Honda,positiva
"Es un lugar muy bonito para ver el amanecer y el atardecer, aunque no suele haber muchos asientos con sombra si pasan por el lugar a medio día. Muy recomendado para tomar fotos y probar comida de los puestos callejeros que se establecen por allí",4.0,parque,google_maps,Hace 4 meses,FARO DE PUNTARENAS,positiva
